ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C72.5,C72.5,80622005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Abducens nerve,Abducens nerve
C72.5,C72.5,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Accessory nerve, NOS",#N/A
C72.5,C72.5,56052001,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Facial nerve,Facial nerve
C72.5,C72.5,21161002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Glossopharyngeal nerve,Glossopharyngeal nerve
C72.5,C72.5,37899009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Hypoglossal nerve,Hypoglossal nerve
C72.5,C72.5,56193007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Oculomotor nerve,Oculomotor nerve
C72.5,C72.5,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Spinal accessory nerve,Spinal accessory nerve
C72.5,C72.5,27612005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trigeminal nerve,Trigeminal nerve
C72.5,C72.5,39322007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trochlear nerve,Trochlear nerve
C72.5,C72.5,88882009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Vagus nerve,Vagus nerve
C72.5.L,C72.5.,25238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Cranial nerve, NOS-Left",#N/A
C72.5.L,C72.5.,80622005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Abducens nerve-Left,#N/A
C72.5.L,C72.5.,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Accessory nerve, NOS-Left",#N/A
C72.5.L,C72.5.,56052001,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Facial nerve-Left,#N/A
C72.5.L,C72.5.,21161002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Glossopharyngeal nerve-Left,#N/A
C72.5.L,C72.5.,37899009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Hypoglossal nerve-Left,#N/A
C72.5.L,C72.5.,56193007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Oculomotor nerve-Left,#N/A
C72.5.L,C72.5.,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Spinal accessory nerve-Left,#N/A
C72.5.L,C72.5.,27612005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trigeminal nerve-Left,#N/A
C72.5.L,C72.5.,39322007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trochlear nerve-Left,#N/A
C72.5.L,C72.5.,88882009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Vagus nerve-Left,#N/A
C72.5.R,C72.5.,25238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Cranial nerve, NOS-Right",#N/A
C72.5.R,C72.5.,80622005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Abducens nerve-Right,#N/A
C72.5.R,C72.5.,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Accessory nerve, NOS-Right",#N/A
C72.5.R,C72.5.,56052001,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Facial nerve-Right,#N/A
C72.5.R,C72.5.,21161002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Glossopharyngeal nerve-Right,#N/A
C72.5.R,C72.5.,37899009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Hypoglossal nerve-Right,#N/A
C72.5.R,C72.5.,56193007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Oculomotor nerve-Right,#N/A
C72.5.R,C72.5.,15119000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Spinal accessory nerve-Right,#N/A
C72.5.R,C72.5.,27612005,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trigeminal nerve-Right,#N/A
C72.5.R,C72.5.,39322007,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Trochlear nerve-Right,#N/A
C72.5.R,C72.5.,88882009,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Vagus nerve-Right,#N/A
C72.8,C72.8,,,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Overlapping lesion of brain and central nervous system,#N/A
C72.9,C72.9,25087005,,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Nervous system, NOS",#N/A
C72.9,C72.9,21483005,,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Central nervous system,Central nervous system
C72.9,C72.9,360328007,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Epidural,#N/A
C72.9,C72.9,,,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Extradural,#N/A
C72.9,C72.9,,Brain,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Parasellar,#N/A
C73.9,C73.9,69748006,Head Neck,Endocrine organs,THYROID GLAND,Thyroid gland,Thyroid gland
C73.9,C73.9,42278009,Head Neck,Endocrine organs,THYROID GLAND,Thyroglossal duct,Thyroglossal duct
C73.9,C73.9,69748006,Head Neck,Endocrine organs,THYROID GLAND,"Thyroid, NOS",#N/A
C73.9.L,C73.9.,69748006,Head Neck,Endocrine organs,THYROID GLAND,Thyroid gland-Left,#N/A
C73.9.L,C73.9.,69748006,Head Neck,Endocrine organs,THYROID GLAND,"Thyroid, NOS-Left",#N/A
C73.9.R,C73.9.,69748006,Head Neck,Endocrine organs,THYROID GLAND,Thyroid gland-Right,#N/A
C73.9.R,C73.9.,69748006,Head Neck,Endocrine organs,THYROID GLAND,"Thyroid, NOS-Right",#N/A
C74.0,C74.0,,Abdomen,Endocrine organs,ADRENAL GLAND,Cortex of adrenal gland,#N/A
C74.0.L,C74.0.,,Abdomen,Endocrine organs,ADRENAL GLAND,Cortex of adrenal gland-Left,#N/A
C74.0.R,C74.0.,,Abdomen,Endocrine organs,ADRENAL GLAND,Cortex of adrenal gland-Right,#N/A
C74.1,C74.1,,Abdomen,Endocrine organs,ADRENAL GLAND,Medulla of adrenal gland,#N/A
C74.1.L,C74.1.,,Abdomen,Endocrine organs,ADRENAL GLAND,Medulla of adrenal gland-Left,#N/A
C74.1.R,C74.1.,,Abdomen,Endocrine organs,ADRENAL GLAND,Medulla of adrenal gland-Right,#N/A
C74.9,C74.9,23451007,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal gland, NOS",#N/A
C74.9,C74.9,,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal, NOS",#N/A
C74.9,C74.9,181127006,Abdomen,Endocrine organs,ADRENAL GLAND,Suprarenal gland,Suprarenal gland
C74.9.L,C74.9.,23451007,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal gland, NOS-Left",#N/A
C74.9.L,C74.9.,,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal, NOS-Left",#N/A
C74.9.L,C74.9.,181127006,Abdomen,Endocrine organs,ADRENAL GLAND,Suprarenal gland-Left,#N/A
C74.9.R,C74.9.,23451007,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal gland, NOS-Right",#N/A
C74.9.R,C74.9.,,Abdomen,Endocrine organs,ADRENAL GLAND,"Adrenal, NOS-Right",#N/A
C74.9.R,C74.9.,181127006,Abdomen,Endocrine organs,ADRENAL GLAND,Suprarenal gland-Right,#N/A
C75.0,C75.0,111002,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Parathyroid gland,Parathyroid gland
C75.0.L,C75.0.,111002,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Parathyroid gland-Left,#N/A
C75.0.R,C75.0.,111002,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Parathyroid gland-Right,#N/A
C75.1,C75.1,56329008,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Pituitary gland,Pituitary gland
C75.1,C75.1,56329008,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Hypophysis,Hypophysis
C75.1,C75.1,42575006,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Pituitary fossa,Pituitary fossa
C75.1,C75.1,,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,"Pituitary, NOS",#N/A
C75.1,C75.1,,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Rathke pouch,#N/A
C75.1,C75.1,42575006,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Sella turcica,Sella turcica
C75.2,C75.2,86394004,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Craniopharyngeal duct,Craniopharyngeal duct
C75.3,C75.3,45793000,Brain,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Pineal gland,Pineal gland
C75.4,C75.4,51345006,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Carotid body,Carotid body
C75.4.L,C75.4.,51345006,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Carotid body-Left,#N/A
C75.4.R,C75.4.,51345006,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Carotid body-Right,#N/A
C75.5,C75.5,,Thoracic,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Aortic body and other paraganglia,#N/A
C75.5,C75.5,57760000,Pelvis,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Coccygeal body,Coccygeal body
C75.5,C75.5,57760000,Pelvis,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Coccygeal glomus,Coccygeal glomus
C75.5,C75.5,80595007,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Glomus jugulare,Glomus jugulare
C75.5,C75.5,90769006,Abdomen,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Organ of Zuckerkandl,Organ of Zuckerkandl
C75.5,C75.5,276159005,Abdomen,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Para-aortic body,Para-aortic body
C75.5,C75.5,33805007,,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Paraganglion,Paraganglion
C75.5.L,C75.5.,80595007,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Glomus jugulare-Left,#N/A
C75.5.R,C75.5.,80595007,Head Neck,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Glomus jugulare-Right,#N/A
C75.8,C75.8,,,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Overlapping regions of endocrine glands and related structures,#N/A
C75.8,C75.8,77637002,,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Multiple endocrine glands,Multiple endocrine glands
C75.8,C75.8,,,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,Pluriglandular,#N/A
C75.9,C75.9,40818001,,Endocrine organs,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,"Endocrine gland, NOS",#N/A
C76.0,C76.0,,Head Neck,,OTHER AND ILL-DEFINED SITES,"Head, face or neck, NOS",#N/A
C76.0,C76.0,229754009,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cervical region, NOS",#N/A
C76.0,C76.0,60819002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cheek, NOS",#N/A
C76.0,C76.0,661005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Jaw, NOS",#N/A
C76.0,C76.0,45206002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Nose, NOS",#N/A
C76.0,C76.0,264223005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Supraclavicular region, NOS",#N/A
C76.0.L,C76.0.,229754009,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cervical region, NOS-Left",#N/A
C76.0.L,C76.0.,60819002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cheek, NOS-Left",#N/A
C76.0.L,C76.0.,661005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Jaw, NOS-Left",#N/A
C76.0.L,C76.0.,45206002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Nose, NOS-Left",#N/A
C76.0.L,C76.0.,264223005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Supraclavicular region, NOS-Left",#N/A
C76.0.R,C76.0.,229754009,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cervical region, NOS-Right",#N/A
C76.0.R,C76.0.,60819002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Cheek, NOS-Right",#N/A
C76.0.R,C76.0.,661005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Jaw, NOS-Right",#N/A
C76.0.R,C76.0.,45206002,Head Neck,,OTHER AND ILL-DEFINED SITES,"Nose, NOS-Right",#N/A
C76.0.R,C76.0.,264223005,Head Neck,,OTHER AND ILL-DEFINED SITES,"Supraclavicular region, NOS-Right",#N/A
C76.1,C76.1,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thorax, NOS",#N/A
C76.1,C76.1,34797008,Upper limb,,OTHER AND ILL-DEFINED SITES,"Axilla, NOS",#N/A
C76.1,C76.1,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest wall, NOS",#N/A
C76.1,C76.1,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest, NOS",#N/A
C76.1,C76.1,20253009,Thoracic,,OTHER AND ILL-DEFINED SITES,"Infraclavicular region, NOS",#N/A
C76.1,C76.1,,Thoracic,,OTHER AND ILL-DEFINED SITES,"Intrathoracic site, NOS",#N/A
C76.1,C76.1,182345000,Thoracic,,OTHER AND ILL-DEFINED SITES,"Scapular region, NOS",#N/A
C76.1,C76.1,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thoracic wall, NOS",#N/A
C76.1.L,C76.1.,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thorax, NOS-Left",#N/A
C76.1.L,C76.1.,34797008,Upper limb,,OTHER AND ILL-DEFINED SITES,"Axilla, NOS-Left",#N/A
C76.1.L,C76.1.,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest wall, NOS-Left",#N/A
C76.1.L,C76.1.,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest, NOS-Left",#N/A
C76.1.L,C76.1.,20253009,Thoracic,,OTHER AND ILL-DEFINED SITES,"Infraclavicular region, NOS-Left",#N/A
C76.1.L,C76.1.,,Thoracic,,OTHER AND ILL-DEFINED SITES,"Intrathoracic site, NOS-Left",#N/A
C76.1.L,C76.1.,182345000,Thoracic,,OTHER AND ILL-DEFINED SITES,"Scapular region, NOS-Left",#N/A
C76.1.L,C76.1.,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thoracic wall, NOS-Left",#N/A
C76.1.R,C76.1.,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thorax, NOS-Right",#N/A
C76.1.R,C76.1.,34797008,Upper limb,,OTHER AND ILL-DEFINED SITES,"Axilla, NOS-Right",#N/A
C76.1.R,C76.1.,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest wall, NOS-Right",#N/A
C76.1.R,C76.1.,51185008,Thoracic,,OTHER AND ILL-DEFINED SITES,"Chest, NOS-Right",#N/A
C76.1.R,C76.1.,20253009,Thoracic,,OTHER AND ILL-DEFINED SITES,"Infraclavicular region, NOS-Right",#N/A
C76.1.R,C76.1.,,Thoracic,,OTHER AND ILL-DEFINED SITES,"Intrathoracic site, NOS-Right",#N/A
C76.1.R,C76.1.,182345000,Thoracic,,OTHER AND ILL-DEFINED SITES,"Scapular region, NOS-Right",#N/A
C76.1.R,C76.1.,78904004,Thoracic,,OTHER AND ILL-DEFINED SITES,"Thoracic wall, NOS-Right",#N/A
C76.2,C76.2,113345001,Abdomen,,OTHER AND ILL-DEFINED SITES,"Abdomen, NOS",#N/A
C76.2,C76.2,83908009,Trunk,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Abdominal wall, NOS",#N/A
C76.2,C76.2,,Abdomen,,OTHER AND ILL-DEFINED SITES,"Intra-abdominal site, NOS",#N/A
C76.3,C76.3,12921003,Pelvis,,OTHER AND ILL-DEFINED SITES,"Pelvis, NOS",#N/A
C76.3,C76.3,46862004,Pelvis,,OTHER AND ILL-DEFINED SITES,"Buttock, NOS",#N/A
C76.3,C76.3,46862004,Lower limb,,OTHER AND ILL-DEFINED SITES,"Gluteal region, NOS",#N/A
C76.3,C76.3,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Groin, NOS",#N/A
C76.3,C76.3,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Inguinal region, NOS",#N/A
C76.3,C76.3,32853000,Pelvis,,OTHER AND ILL-DEFINED SITES,Ischiorectal fossa,Ischiorectal fossa
C76.3,C76.3,3665003,Pelvis,,OTHER AND ILL-DEFINED SITES,"Pelvic wall, NOS",#N/A
C76.3,C76.3,38864007,Perineum,,OTHER AND ILL-DEFINED SITES,"Perineum, NOS",#N/A
C76.3,C76.3,13170006,Pelvic cavity,,OTHER AND ILL-DEFINED SITES,"Perirectal region, NOS",#N/A
C76.3,C76.3,39703001,Pelvic cavity,,OTHER AND ILL-DEFINED SITES,"Presacral region, NOS",#N/A
C76.3,C76.3,67262005,Pelvic cavity,,OTHER AND ILL-DEFINED SITES,Rectovaginal septum,Rectovaginal septum
C76.3,C76.3,26921001,Pelvic cavity,,OTHER AND ILL-DEFINED SITES,Rectovesical septum,Rectovesical septum
C76.3,C76.3,72143005,Pelvis,,OTHER AND ILL-DEFINED SITES,"Sacrococcygeal region, NOS",#N/A
C76.3.L,C76.3.,46862004,Pelvis,,OTHER AND ILL-DEFINED SITES,"Buttock, NOS-Left",#N/A
C76.3.L,C76.3.,46862004,Pelvis,,OTHER AND ILL-DEFINED SITES,"Gluteal region, NOS-Left",#N/A
C76.3.L,C76.3.,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Groin, NOS-Left",#N/A
C76.3.L,C76.3.,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Inguinal region, NOS-Left",#N/A
C76.3.L,C76.3.,32853000,Pelvis,,OTHER AND ILL-DEFINED SITES,Ischiorectal fossa-Left,#N/A
C76.3.L,C76.3.,3665003,Pelvis,,OTHER AND ILL-DEFINED SITES,"Pelvic wall, NOS-Left",#N/A
C76.3.R,C76.3.,46862004,Pelvis,,OTHER AND ILL-DEFINED SITES,"Buttock, NOS-Right",#N/A
C76.3.R,C76.3.,46862004,Lower limb,,OTHER AND ILL-DEFINED SITES,"Gluteal region, NOS-Right",#N/A
C76.3.R,C76.3.,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Groin, NOS-Right",#N/A
C76.3.R,C76.3.,26893007,Lower limb,,OTHER AND ILL-DEFINED SITES,"Inguinal region, NOS-Right",#N/A
C76.3.R,C76.3.,32853000,Pelvic cavity,,OTHER AND ILL-DEFINED SITES,Ischiorectal fossa-Right,#N/A
C76.3.R,C76.3.,3665003,Pelvis,,OTHER AND ILL-DEFINED SITES,"Pelvic wall, NOS-Right",#N/A
C76.4,C76.4,53120007,Upper limb,,OTHER AND ILL-DEFINED SITES,"Upper limb, NOS",#N/A
C76.4,C76.4,,Upper limb,,OTHER AND ILL-DEFINED SITES,"Antecubital space, NOS",#N/A
C76.4,C76.4,40983000,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Arm, NOS",#N/A
C76.4,C76.4,76248009,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Elbow, NOS",#N/A
C76.4,C76.4,7569003,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Finger, NOS",#N/A
C76.4,C76.4,14975008,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Forearm, NOS",#N/A
C76.4,C76.4,85562004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Hand, NOS",#N/A
C76.4,C76.4,16982005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Shoulder, NOS",#N/A
C76.4,C76.4,76505004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Thumb, NOS",#N/A
C76.4,C76.4,8205005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Wrist, NOS",#N/A
C76.4.L,C76.4.,53120007,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Upper limb, NOS-Left",#N/A
C76.4.L,C76.4.,,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Antecubital space, NOS-Left",#N/A
C76.4.L,C76.4.,40983000,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Arm, NOS-Left",#N/A
C76.4.L,C76.4.,76248009,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Elbow, NOS-Left",#N/A
C76.4.L,C76.4.,7569003,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Finger, NOS-Left",#N/A
C76.4.L,C76.4.,14975008,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Forearm, NOS-Left",#N/A
C76.4.L,C76.4.,85562004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Hand, NOS-Left",#N/A
C76.4.L,C76.4.,16982005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Shoulder, NOS-Left",#N/A
C76.4.L,C76.4.,76505004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Thumb, NOS-Left",#N/A
C76.4.L,C76.4.,8205005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Wrist, NOS-Left",#N/A
C76.4.R,C76.4.,53120007,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Upper limb, NOS-Right",#N/A
C76.4.R,C76.4.,,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Antecubital space, NOS-Right",#N/A
C76.4.R,C76.4.,40983000,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Arm, NOS-Right",#N/A
C76.4.R,C76.4.,76248009,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Elbow, NOS-Right",#N/A
C76.4.R,C76.4.,7569003,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Finger, NOS-Right",#N/A
C76.4.R,C76.4.,14975008,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Forearm, NOS-Right",#N/A
C76.4.R,C76.4.,85562004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Hand, NOS-Right",#N/A
C76.4.R,C76.4.,16982005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Shoulder, NOS-Right",#N/A
C76.4.R,C76.4.,76505004,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Thumb, NOS-Right",#N/A
C76.4.R,C76.4.,8205005,Upper limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Wrist, NOS-Right",#N/A
C76.5,C76.5,61685007,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Lower limb, NOS",#N/A
C76.5,C76.5,344001,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Ankle, NOS",#N/A
C76.5,C76.5,244015008,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Calf, NOS",#N/A
C76.5,C76.5,56459004,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Foot, NOS",#N/A
C76.5,C76.5,76853006,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Heel, NOS",#N/A
C76.5,C76.5,29836001,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Hip, NOS",#N/A
C76.5,C76.5,72696002,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Knee, NOS",#N/A
C76.5,C76.5,30021000,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Leg, NOS",#N/A
C76.5,C76.5,,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Popliteal space, NOS",#N/A
C76.5,C76.5,68367000,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Thigh, NOS",#N/A
C76.5,C76.5,29707007,Lower limb,Bone Soft tissue,OTHER AND ILL-DEFINED SITES,"Toe, NOS",#N/A
